category,assessment,ndar_structure,banda_var,ndar_var,notes,fixed_value,respondent,var_type,recode,na_val,T2,T3,Notes,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
par,cbcl,cbcl01,cbcl_pr12,cbcl12,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr13,cbcl13,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr14,cbcl14,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr15,cbcl15,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr16,cbcl16,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr17,cbcl17,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr18,cbcl18,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr19,cbcl19,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr20,cbcl20,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr21,cbcl21,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr22,cbcl22,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr23,cbcl23,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr24,cbcl24,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr25,cbcl25,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr26,cbcl26,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr27,cbcl27,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr28,cbcl28,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr29,cbcl29,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr30,cbcl30,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr31,cbcl31,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr32,cbcl32,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr33,cbcl33,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr34,cbcl34,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr35,cbcl35,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr36,cbcl36,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr37,cbcl37,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr38,cbcl38,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr39,cbcl39,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr40,cbcl40,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr41,cbcl41,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr42,cbcl42,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr43,cbcl43,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr44,cbcl44,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr45,cbcl45,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr46,cbcl46,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr47,cbcl47,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr48,cbcl48,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr49,cbcl49,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr50,cbcl50,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr51,cbcl51,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr52,cbcl52,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr53,cbcl53,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr54,cbcl54,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr55,cbcl55,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr56a,cbcl56a,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr56b,cbcl56b,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr56c,cbcl56c,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr56d,cbcl56d,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr56e,cbcl56e,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr56f,cbcl56f,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr56g,cbcl56g,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr56h,cbcl56h,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr57,cbcl57,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr58,cbcl58,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr59,cbcl59,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr60,cbcl60,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr61,cbcl61,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr62,cbcl62,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr63,cbcl63,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr64,cbcl64,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr65,cbcl65,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr66,cbcl66,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr67,cbcl67,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr68,cbcl68,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr69,cbcl69,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr70,cbcl70,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr71,cbcl71,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr72,cbcl72,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr73,cbcl73,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr74,cbcl74,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr75,cbcl75,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr76,cbcl76,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr77,cbcl77,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr78,cbcl78,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr79,cbcl79,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr80,cbcl80,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr81,cbcl81,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr82,cbcl82,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr83,cbcl83,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr84,cbcl84,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr85,cbcl85,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr86,cbcl86,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr87,cbcl87,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr88,cbcl88,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr89,cbcl89,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr90,cbcl90,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr91,cbcl91,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr92,cbcl92,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr93,cbcl93,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr94,cbcl94,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr95,cbcl95,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr96,cbcl96,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr97,cbcl97,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr98,cbcl98,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr99,cbcl99,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr100,cbcl100,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr101,cbcl101,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr102,cbcl102,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr103,cbcl103,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr104,cbcl104,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr105,cbcl105,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr106,cbcl106,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr107,cbcl107,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr108,cbcl108,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr109,cbcl109,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr110,cbcl110,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr111,cbcl111,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr112,cbcl112,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_pr113,cbcl113a,,,Parent,var,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_emotional,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_depresspr,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_depresspr_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_anx_dep,cbcl_anxious_raw,,,Parent,comp,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_anxious,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_soma,cbcl_somatic_c_raw,,,Parent,comp,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_somatic_c,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_wd,cbcl_withdrawn_raw,,,Parent,comp,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_withdrawn,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_sleep_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_sleep,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_atten,cbcl_attention_raw,,,Parent,comp,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_attention,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_aggr,cbcl_aggressive_raw,,,Parent,comp,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_aggressive,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_inter,cbcl_internal_raw,,,Parent,comp,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_internal,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_exter,cbcl_external_raw,,,Parent,comp,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_external,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_total,cbcl_total_raw,,,Parent,comp,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_total,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_affective_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_affective,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_anxiety_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_anxiety,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_pervasive_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_pervasive,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_adhd_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_adhd,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_oppositional_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_oppositional,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_social,cbcl_social_p_raw,,,Parent,comp,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_social_p,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,cbcl_thought,cbcl_thought_raw,,,Parent,comp,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_thought,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_rulebreak_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_rulebreak,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_activities_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_activities,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_social_c_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_social_c,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_school_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_school,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_total_c_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_total_c,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_somatic_p_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_somatic_p,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_conduct_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_conduct,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_sct_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_sct,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_ocd_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_ocd,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_ptsd_raw,,,Parent,fixed,,999.0,,1.0,,,,,,
par,cbcl,cbcl01,,cbcl_ptsd,,,Parent,fixed,,999.0,,1.0,,,,,,
par,demo,demographics02,demo_adopt_age_i,demo_adopt_age,,,Parent,var,,,,,,,,,,
par,demo,demographics02,demo_caregiver_i,demo_caregiver,,,Parent,var,,,,,,,,,,
par,demo,demographics02,demo_parent_gender_i,demo_parent_gender,,,Parent,var,map_sex,,,,,,,,,
par,demo,demographics02,demo_marital_i,demo_marital,"Recode 0 as 8, 1 as 6, 2 as 5, 3 as 4, 4 as 7",,Parent,var,marital,,,,,,,,,
par,demo,demographics02,demo_parent_hispanic_i,demo_parent_hispanic,,,Parent,var,map_ethnicity,,,,,,,,,
par,demo,demographics02,demo_parent_race_i,demo_parent_race,CONVERT TO STRINGS,,Parent,var,map_race,,,,,,,,,
par,demo,demographics02,demo_parent_educ_i,demo_parent_educ,Male/Female instead of M/F,,Parent,var,,,,,,,,,,
par,demo,demographics02,demo_other_parent_educ_i,demo_other_parent_educ,,,Parent,var,,,,,,,,,,
par,demo,demographics02,demo_lunch_i,demo_lunch,,,Parent,var,,,,,,,,,,
par,demo,demographics02,demo_child_race_i,demo_child_race,CONVERT TO STRINGS,,Parent,var,map_race,,,,,,,,,
par,demo,demographics02,demo_child_hispanic_i,demo_child_hispanic,,,Parent,var,map_ethnicity,,,,,,,,,
par,demo,demographics02,respondent,demo_child,,,Parent,var,,,,,,,,,,
par,demo,demographics02,demo_adopt_i,demo_adopt,,,Parent,var,,,,,,,,,,
par,demo,demographics02,demo_foodstamps_i,demo_foodstamp,,,Parent,var,,,,,,,,,,
par,demo,demographics02,demo_income_sources_i,demo_income_source,,,Parent,var,map_income,,,,,,,,,
,,,,,,,,,,,,,,,,,,
par,masq,masq01,masq1,wn12,,,Parent,var,,,,,,,,,,
par,masq,masq01,masq2,masq_02,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq3,poms038,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq4,afraid,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq5,idas_40,,,Parent,var,,,,,,,,,,
par,masq,masq01,masq6,shakyhnd,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq7,masq_09,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq8,masq_diar,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq9,masq_04,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq10,masq_06,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq11,masq_nerv,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq12,idas_8,,,Parent,var,,,,,,,,,,
par,masq,masq01,masq13,masq_21,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq14,masq_un,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq15,idas_10,,,Parent,var,,,,,,,,,,
par,masq,masq01,masq16,lumpthrt,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq17,masq_faint,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq18,masq90_q86,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq19,masq_20,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq20,bsil23,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq21,masq62_21,,,Parent,var,,,,,,,,,,
par,masq,masq01,masq22,masq_11,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq23,masq_12,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq24,sweaty,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq25,impac_q9,,,Parent,var,,,,,,,,,,
par,masq,masq01,masq26,masq_onedge,,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq27,masq_d30_26,,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq28,masq_15,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq29,masq_23,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq30,masq_30,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq31,masq90_q23,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq32,relax,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq33,scl14,,,Parent,var,TOSTRING,,,,,,,,,
par,masq,masq01,masq34,atq_b_10d,,,Parent,var,,,,,,,,,,
par,masq,masq01,masq35,masq_05,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq36,masq_10,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq37,masq_08,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq38,fatexp45,,,Parent,var,,,,,,,,,,
par,masq,masq01,masq39,masq_22,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq40,masq_18,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq41,masq90_q10,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq42,masq_chok,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq43,idas_27,Reverse score,,Parent,var,REVERSE,,,,,,,,,
par,masq,masq01,masq44,twitch,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq45,masq_17,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq46,masq_dm,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq47,idas_59,,,Parent,var,,,,,,,,,,
par,masq,masq01,masq48,masq_afr2die,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq49,masq_14,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq50,masq90_q71,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq51,masq90_q35,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq52,masq_27,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq53,masq_16,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq54,bsil33,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq55,bsil38,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq56,idas_50,,,Parent,var,,,,,,,,,,
par,masq,masq01,masq57,pclc_9,,,Parent,var,,,,,,,,,,
par,masq,masq01,masq58,masq90_q32,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq59,masq_24,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq60,masq_29,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq61,baseline_h_017,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq62,frequri,Change from 1::5 to 0::4,,Parent,var,minus1,,,,,,,,,
par,masq,masq01,masq_anh_dep,masq2_score_ad,,,Parent,comp,,999.0,,1.0,,,,,,
par,masq,masq01,masq_anxious_arousal,masq2_score_aa,,,Parent,comp,,999.0,,1.0,,,,,,
par,masq,masq01,masq_gen_dis_anx,masq2_score_gd,,,Parent,comp,,999.0,,1.0,,,,,,
par,masq,masq01,masq_gen_dis_dep,masq2_score_gdd,,,Parent,comp,,999.0,,1.0,,,,,,
par,mfq,mfq01,mfq_pr1,mfq1,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr2,mfq2,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr3,mfq3,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr4,mfq4,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr5,mfq5,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr6,mfq6,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr7,mfq7,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr8,mfq8,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr9,mfq9,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr10,mfq10,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr11,mfq11,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr12,mfq12,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr13,mfq13,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr14,mfq14,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr15,mfq15,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr16,mfq16,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr17,mfq17,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr18,mfq18,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr19,mfq19,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr20,mfq20,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
par,mfq,mfq01,mfq_pr21,mfq21,Change from 0::2 to 1::3,,Parent,var,plus1,,,1.0,,,,,,
